현대 아반떼MD M16GDI TOP,7500000,2012,2011-09-29,103000,오토,휘발유,53러2512,
벤츠 C-클래스 W205 C63 S AMG 쿠페,83500000,2017,2017-09-22,33654,오토,휘발유,41가9739,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|원격시동장치|스마트키|메탈그레인|오토도어록|가죽시트|전동시트|메모리시트|열선시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|DMB|앞좌석TV|CD플레이어|MP3플레이어|CD체인저|VCD플레이어|DVD플레이어|AV시스템|슈퍼비젼계기판|트립컴퓨터|버켓시트|에어댐|광폭타이어|크루즈컨트롤
삼성 뉴SM5(신형) SE,5300000,2012,2012-07-23,143501,오토,휘발유,14저3465,파워핸들|운전석에어백
삼성 마스터 버스 2.3 13인승,33200000,2019,2019-06-18,2574,수동,경유,74거8752,파워핸들|파워윈도우|에어컨|풀오토에어컨|핸들리모컨|알루미늄휠|ECM룸미러|오토도어록|운전석에어백|ABS|전후방감지기|후방카메라|네비게이션|GPS|앞좌석TV|트립컴퓨터
미니 쿠퍼 기본형,18300000,2017,2017-04-28,26832,오토,휘발유,63모3481,
쉐보레 어메이징 뉴 크루즈 1.6 디젤 LTZ,10900000,2016,2017-01-02,38486,오토,경유,04구0213,파워핸들|에어컨|썬팅|알루미늄휠|전동백미러|오토도어록|가죽시트|열선시트|운전석에어백|조수석에어백|ABS|후방카메라|네비게이션|블랙박스
기아 K9 3.3 GDI 이그제큐티브,15900000,2014,2013-02-04,178027,오토,휘발유,50구0564,
쌍용 액티언스포츠 4WD AX7,6000000,2011,2010-12-10,165392,오토,경유,81다7894,파워핸들
삼성 SM3 네오 1.5 dCi SE,5800000,2016,2016-11-16,177900,오토,경유,394고2254,파워핸들|파워윈도우|에어컨|알루미늄휠|전동백미러|전동접이식백미러|오토도어록|열선시트|운전석에어백|조수석에어백|ABS|후방카메라|네비게이션
현대 더럭셔리그랜저 L330 VIP,8990000,2010,2010-02-10,94539,오토,휘발유,56무6111,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|파노라마썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|원격시동장치|스마트키|우드그레인|메탈그레인|오토도어록|도난경보기|가죽시트|전동시트|메모리시트|열선시트|HID램프|제논램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|공기청정기|DMB|앞좌석TV|MP3플레이어|VCD플레이어|DVD플레이어|AV시스템|튜닝스피커|앰프|우퍼|슈퍼비젼계기판|트립컴퓨터|광폭타이어
현대 그랜드스타렉스 12인,13000000,2016,2015-05-02,77000,수동,경유,77어8106,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|ECM룸미러|우드그레인|가죽시트|전동시트|메모리시트|열선시트|HID램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|CD플레이어|MP3플레이어|CD체인저
기아 그랜드카니발 GLX,4300000,2010,2009-09-30,210111,오토,경유,70조6581,파워핸들|에어컨|썬팅|썬루프|알루미늄휠|전동백미러|전동접이식백미러|스마트키|가죽시트|운전석에어백|조수석에어백|ABS|ESP|후방카메라|네비게이션|GPS|블랙박스|DMB|앞좌석TV|DVD플레이어|AV시스템
삼성 SM3 네오 SE 플러스,7990000,2015,2014-12-19,51513,오토,휘발유,14루8412,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|스마트키|오토도어록|열선시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|전후방감지기|후방카메라|네비게이션|블랙박스|트립컴퓨터
기아 올뉴쏘렌토 4WD 2.2 노블레스,19500000,2016,2015-11-05,115252,오토,경유,25무0591,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|우드그레인|메탈그레인|오토도어록|도난경보기|가죽시트|전동시트|메모리시트|열선시트|HID램프|제논램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|하이패스|공기청정기|DMB|앞좌석TV|CD플레이어|MP3플레이어|VCD플레이어|DVD플레이어|AV시스템|슈퍼비젼계기판|트립컴퓨터|4륜구동|크루즈컨트롤
아우디 Q5 35 TDI 콰트로,24600000,2016,2016-05-25,156513,오토,경유,68호9731,파워핸들|파워윈도우
벤츠 뉴E-클래스 E220 CDI 아방가르드,17900000,2013,2013-01-02,118169,오토,경유,54더2888,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|파노라마썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|원격시동장치|스마트키|우드그레인|메탈그레인|오토도어록|도난경보기|가죽시트|전동시트|메모리시트|열선시트|HID램프|제논램프
포르쉐 파나메라 4.8 GTS,62000000,2014,2014-03-20,78111,오토,휘발유,22가5543,
애스턴마틴 V8 밴티지 4.7 V8,89900000,2016,2016-12-09,28107,오토,휘발유,39도7777,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|우드그레인|메탈그레인|오토도어록|가죽시트|전동시트|메모리시트|열선시트|HID램프|제논램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|슈퍼비젼계기판|트립컴퓨터|버켓시트|크루즈컨트롤
기아 더 뉴 카니발 9인승 노블레스,28800000,2019,2018-09-06,100139,오토,경유,53하4913,파워핸들|파워윈도우
현대 제네시스DH G330 프리미엄,22900000,2016,2016-02-03,146337,오토,휘발유,244부4248,파워핸들
현대 그랜저HG HG220 PREMIUM,18700000,2016,2016-09-30,58950,오토,경유,14다0151,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|오토도어록|도난경보기|가죽시트|전동시트|메모리시트|열선시트|HID램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|CD플레이어|MP3플레이어|AV시스템|크루즈컨트롤
기아 봉고3트럭 4WD,4800000,2008,2008-07-28,218000,수동,경유,92어8669,가죽시트
쉐보레 더 넥스트 스파크 1.0 가솔린 LT,7200000,2016,2015-09-14,43226,오토,휘발유,55다0250,스마트키|전후방감지기|후방카메라|네비게이션
기아 스팅어 3.3 터보 AWD,38300000,2018,2018-07-13,18720,오토,휘발유,63나4948,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|원격시동장치|스마트키|오토도어록|도난경보기|가죽시트|전동시트|메모리시트|열선시트|HID램프|제논램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|DMB|CD플레이어|MP3플레이어|슈퍼비젼계기판|트립컴퓨터|버켓시트|4륜구동|크루즈컨트롤
삼성 QM6 가솔린 2WD LE,99990000,2018,2017-10-18,59290,오토,휘발유,53고7099,스마트키
쌍용 티볼리 아머 기어 에디션 2WD,16000000,2018,2017-08-28,39882,오토,휘발유,18가5037,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|오토도어록|가죽시트|열선시트|운전석에어백|조수석에어백|ABS|ECS|전후방감지기|후방카메라|네비게이션|블랙박스|하이패스|MP3플레이어|크루즈컨트롤
현대 코나 1.6 터보 2WD,19700000,2018,2017-10-12,36917,오토,휘발유,38거2148,파워핸들|파워윈도우|풀오토에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|메탈그레인|오토도어록|도난경보기|가죽시트|전동시트|열선시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|DMB|앞좌석TV|CD플레이어|MP3플레이어|트립컴퓨터|루프캐리어
삼성 뉴SM3(신형) RE,10000000,2013,2013-05-24,97099,오토,휘발유,38무2004,
벤츠 뉴E-클래스 E300 엘레강스,9300000,2012,2012-06-04,266175,오토,휘발유,13부8853,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|우드그레인|가죽시트|전동시트|HID램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|CD플레이어|MP3플레이어|CD체인저|VCD플레이어|DVD플레이어
기아 그랜드카니발 GX,7000000,2008,2008-04-28,64000,오토,경유,70나2761,파워핸들|파워윈도우|에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|메탈그레인|도난경보기|가죽시트|열선시트|운전석에어백|조수석에어백|ABS|ESP|전후방감지기|CD플레이어
기아 레이 럭셔리,8900000,2015,2014-06-26,24864,오토,휘발유,26어2773,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|스마트키|오토도어록|가죽시트|열선시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|TCS|전후방감지기|후방카메라|네비게이션|DMB|앞좌석TV|CD플레이어|MP3플레이어|트립컴퓨터
미니 쿠퍼 기본형,8200000,2011,2011-03-31,114703,오토,휘발유,47도4112,운전석에어백
현대 그랜저HG HG300 NOBLE,7700000,2011,2011-03-23,191095,오토,휘발유,23마3214,파워핸들|파워윈도우|에어컨|풀오토에어컨|알루미늄휠|전동백미러|전동접이식백미러|원격시동장치|스마트키|오토도어록|가죽시트|전동시트|메모리시트|열선시트|운전석에어백|조수석에어백|사이드에어백|ABS|전후방감지기|후방카메라|네비게이션|CD플레이어|MP3플레이어
BMW 3시리즈(F30) 320I,8000000,2010,2010-04-21,115939,오토,휘발유,13서2355,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|스마트키|오토도어록|가죽시트|전동시트|메모리시트|열선시트|HID램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ESP|TCS|전후방감지기|후방카메라|공기청정기|CD플레이어|AV시스템|슈퍼비젼계기판|트립컴퓨터|크루즈컨트롤
삼성 SM7뉴아트 2.3 SE,3990000,2008,2008-06-11,144941,오토,휘발유,46어2887,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|우드그레인|오토도어록|도난경보기|가죽시트|열선시트|운전석에어백|조수석에어백|ABS|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|앞좌석TV|CD플레이어|MP3플레이어|AV시스템|트립컴퓨터
기아 더뉴카렌스 2.0 LPI 프레스티지,17500000,2018,2017-09-15,28238,오토,LPG,39두8158,파워핸들|파워윈도우|에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|ECM룸미러|스마트키|오토도어록|도난경보기|가죽시트|전동시트|열선시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스
현대 NF소나타 N20 ELEGANCE,4900000,2008,2007-09-03,88455,오토,휘발유,28수8221,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|원격시동장치|스마트키|우드그레인|오토도어록|가죽시트|전동시트|열선시트|운전석에어백|조수석에어백|사이드에어백|ABS|TCS|전후방감지기|후방카메라|네비게이션|GPS|CD플레이어|MP3플레이어|트립컴퓨터
쉐보레 올란도 2.0 LPGI 다이나믹,16500000,2018,2017-09-19,32108,오토,LPG,31더1542,파워핸들|파워윈도우|에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|ECM룸미러|스마트키|오토도어록|도난경보기|가죽시트|열선시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|CD플레이어|MP3플레이어|AV시스템
아우디 R8 5.2 V10 쿠페,57500000,2012,2013-04-03,101895,오토,휘발유,50서2791,파워핸들|파워윈도우|에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|오토도어록|도난경보기|가죽시트|전동시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|후방카메라|블랙박스|CD플레이어|MP3플레이어
쌍용 G4렉스턴 디젤 2.2 4WD,24900000,2018,2017-09-29,66358,오토,경유,02오6208,
기아 올뉴모닝 스마트,5000000,2013,2013-05-10,45667,오토,휘발유,58다5736,파워핸들|파워윈도우|에어컨|썬팅|오토도어록|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS
기아 올뉴모닝 밴,4500000,2015,2014-07-11,0,오토,휘발유,09루9827,
기아 레이 럭셔리,5400000,2016,2015-11-20,101545,오토,휘발유,02주0425,파워핸들|파워윈도우|에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|오토도어록|도난경보기|가죽시트|열선시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ESP|TCS|전후방감지기|하이패스
기아 뉴모닝 LX,2990000,2009,2008-10,80507,오토,휘발유,37조1577,
렉서스 RX450h(4세대) 이그제큐티브,56800000,2017,2017-06-19,37042,오토,휘발유 하이브리드,51로4246,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|파노라마썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|우드그레인|오토도어록|가죽시트|전동시트|메모리시트|열선시트|HID램프|제논램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|DMB|앞좌석TV|CD플레이어|MP3플레이어|CD체인저|VCD플레이어|DVD플레이어|AV시스템|슈퍼비젼계기판|4륜구동|크루즈컨트롤|루프캐리어
폭스바겐 뉴비틀 CABRIOLET,4000000,2004,2003-11-26,110000,오토,휘발유,63두7022,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|파노라마썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|원격시동장치|스마트키|우드그레인|메탈그레인|오토도어록|도난경보기|가죽시트|전동시트|메모리시트|열선시트|HID램프|제논램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|공기청정기|DMB|앞좌석TV|뒷좌석TV|CD플레이어|MP3플레이어|CD체인저|VCD플레이어|DVD플레이어|AV시스템|튜닝스피커|앰프|우퍼|슈퍼비젼계기판|트립컴퓨터|버켓시트|에어댐|스트럿바|범퍼가드|크롬휠|4륜구동|광폭타이어|리어스포일러|크루즈컨트롤|루프캐리어|냉장고
쉐보레 트랙스 1.6 디젤,11000000,2016,2016-03-18,79927,오토,경유,19오1864,파워핸들|파워윈도우|에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|오토도어록|가죽시트|전동시트|열선시트|운전석에어백|조수석에어백|사이드에어백|ABS|TCS|전후방감지기|후방카메라|GPS|하이패스|앞좌석TV|CD플레이어|트립컴퓨터
현대 엑센트신형 1.6VGT 모던,7000000,2015,2014-03-31,105000,오토,경유,65나1146,
현대 올뉴투싼 디젤 1.7 2WD,18990000,2018,2017-12-08,14680,오토,경유,38나8692,ECM룸미러|스마트키|열선시트|후방카메라|네비게이션
지프 레니게이드 2.4 론지튜드,17500000,2016,2016-01-12,96528,오토,휘발유,63서0541,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|파노라마썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|오토도어록|가죽시트|전동시트|열선시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|TCS|전후방감지기|후방카메라|네비게이션|블랙박스|하이패스|DMB|앞좌석TV|CD플레이어|MP3플레이어|AV시스템
기아 더뉴K7 2.4 GDI 프레스티지,13700000,2015,2014-12-12,98000,오토,휘발유,61두6687,파워핸들|파워윈도우|에어컨|풀오토에어컨|파노라마썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|메탈그레인|오토도어록|도난경보기|가죽시트|전동시트|열선시트|HID램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|TCS|전후방감지기|후방카메라|네비게이션|GPS|하이패스|공기청정기|DMB|앞좌석TV|CD플레이어|MP3플레이어|AV시스템|슈퍼비젼계기판|트립컴퓨터|크루즈컨트롤
삼성 SM7노바 2.0 LPe,19400000,2017,2017-03-03,8211,오토,LPG,41누3137,후방카메라|네비게이션|블랙박스|하이패스
쉐보레 스파크 LPGI L,2800000,2014,2014-01-10,155494,오토,LPG,58라7305,파워핸들
기아 뉴쏘렌토R 4WD 2.2 LIMITED,16500000,2013,2012-09-12,62884,오토,경유,61우4117,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|파노라마썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|원격시동장치|스마트키|우드그레인|메탈그레인|오토도어록|도난경보기|가죽시트|전동시트|메모리시트|열선시트|HID램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|TCS|전후방감지기|후방카메라|네비게이션|하이패스|CD플레이어|MP3플레이어|4륜구동
현대 아반떼AD 1.6 GDI 스마트,12300000,2017,2016-08-30,30477,오토,휘발유,137수7306,파워핸들|파워윈도우|풀오토에어컨|썬팅|핸들리모컨|알루미늄휠|전동접이식백미러|가죽시트|열선시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|전후방감지기|후방카메라|네비게이션|하이패스|CD플레이어
BMW 뉴5-SERIES 520D 세단,16000000,2011,2011-09-22,116476,오토,경유,13가1493,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|파노라마썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|원격시동장치|스마트키|우드그레인|메탈그레인|오토도어록|도난경보기|가죽시트|전동시트|메모리시트|열선시트|HID램프|제논램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|공기청정기|DMB|앞좌석TV|CD플레이어|MP3플레이어|CD체인저|VCD플레이어|DVD플레이어|AV시스템|크루즈컨트롤
폭스바겐 더 뉴 파사트 2.0 TDI,14500000,2014,2014-08-21,88159,오토,경유,37머4826,
현대 베라쿠르즈 4WD 300VX,7500000,2007,2007-06-19,186231,오토,경유,24부7457,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|스마트키|메탈그레인|오토도어록|가죽시트|전동시트|메모리시트|열선시트|HID램프|운전석에어백|조수석에어백|ABS|ECS|전후방감지기|CD플레이어|4륜구동
포르쉐 911 카레라 4S,132000000,2017,2016-04-22,13000,오토,휘발유,17보0135,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|핸들리모컨
BMW 뉴 6-SERIES 640 그란쿠페,44000000,2015,2015-06-16,56626,오토,휘발유,61루8613,파워핸들
기아 K5 2.0 LPI,5800000,2012,2011-11-24,154870,오토,LPG,33두4049,
현대 그랜저HG HG240 MODERN,14700000,2014,2014-02-14,97328,오토,휘발유,46오8753,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|원격시동장치|스마트키|우드그레인|메탈그레인|오토도어록|도난경보기|가죽시트|전동시트|메모리시트|열선시트|HID램프|제논램프|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|ECS|ESP|TCS|전후방감지기|후방카메라|네비게이션|GPS|블랙박스|하이패스|공기청정기|DMB|앞좌석TV|CD플레이어|MP3플레이어|VCD플레이어|DVD플레이어|AV시스템|슈퍼비젼계기판|트립컴퓨터|광폭타이어|크루즈컨트롤
대우 뉴 다마스 5인승 코치,4900000,2016,2016-03-17,47937,수동,LPG,79구5443,파워윈도우
현대 그랜저 IG 하이브리드 익스클루시브 스페셜,39500000,2019,2018-12-28,8254,오토,휘발유 하이브리드,17나4443,파워핸들|파워윈도우|에어컨|풀오토에어컨|썬팅|썬루프|파노라마썬루프|핸들리모컨|알루미늄휠|전동백미러|전동접이식백미러|ECM룸미러|스마트키|오토도어록|도난경보기|가죽시트|전동시트|메모리시트|열선시트|운전석에어백|조수석에어백|사이드에어백|커튼에어백|ABS|TCS|전후방감지기|후방카메라|네비게이션|GPS|하이패스|MP3플레이어|AV시스템|크루즈컨트롤
